sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The daily special is lamb chops.,Lamb,/l/,What is the special?,Lamb,Jam,Meat,Restaurant,2,132,en,es,machine_translated,El plato del día son las chuletas de cordero.,¿Cuál es el especial?,Cordero,Atasco,Carne
Could I substitute rice for potatoes?,Substitute,/s/,What would you like to do?,Substitute,Institute,Change,Restaurant,3,133,en,es,machine_translated,¿Puedo sustituir las patatas por arroz?,¿Qué te gustaría hacer?,Sustituto,Instituto,Cambiar
The brunch menu ends at two.,Brunch,/br/,What ends at two?,Brunch,Bunch,Meal,Restaurant,2,134,en,es,machine_translated,El menú del brunch termina a las dos.,¿Qué termina a las dos?,Desalmuerzo,Racimo,Comida
Turn right at the traffic light.,Traffic,/tr/,What should I turn at?,Traffic,Tragic,Light,Directions,2,135,en,es,machine_translated,Gire a la derecha en el semáforo.,¿A qué debo recurrir?,Tráfico,Trágico,Luz
The building is on the corner.,Corner,/k/,Where is the building?,Corner,Coroner,Edge,Directions,1,136,en,es,machine_translated,El edificio hace esquina.,¿Dónde está el edificio?,Esquina,Juez de instrucción,Borde
Go straight for two blocks.,Straight,/str/,Which way should I go?,Straight,Great,Direct,Directions,2,137,en,es,machine_translated,Siga recto por dos cuadras.,¿Qué camino debo tomar?,Derecho,Excelente,Directo
The entrance is around back.,Entrance,/ɛ/,Where is the entrance?,Entrance,France,Door,Directions,2,138,en,es,machine_translated,La entrada está por la parte de atrás.,¿Dónde está la entrada?,Entrada,Francia,Puerta
Take the elevator to floor three.,Elevator,/ɛ/,What should you take?,Elevator,Later,Lift,Directions,2,139,en,es,machine_translated,Tome el ascensor hasta el tercer piso.,¿Qué deberías tomar?,Ascensor,Más tarde,Elevar
The parking lot is behind the store.,Parking,/p/,Where is the parking lot?,Parking,Barking,Garage,Directions,1,140,en,es,machine_translated,El estacionamiento está detrás de la tienda.,¿Dónde está el estacionamiento?,Aparcamiento,Ladrido,Cochera
You will see it on your left.,Left,/l/,Which side will you see it?,Left,Cleft,Other side,Directions,1,141,en,es,machine_translated,Lo verás a tu izquierda.,¿De qué lado lo verás?,Izquierda,Hendido,otro lado
Follow this road for one mile.,Road,/r/,What should you follow?,Road,Rode,Street,Directions,1,142,en,es,machine_translated,Siga este camino durante una milla.,¿Qué debes seguir?,Camino,montó,Calle
The crosswalk is at the intersection.,Crosswalk,/kr/,Where is the crosswalk?,Crosswalk,Crossed,Crossing,Directions,2,143,en,es,machine_translated,El paso de peatones está en la intersección.,¿Dónde está el paso de peatones?,Paso de peatones,Cruzado,Cruce
Turn left after the bridge.,Bridge,/br/,Turn after what?,Bridge,Ridge,Overpass,Directions,2,144,en,es,machine_translated,Gire a la izquierda después del puente.,¿Girar después de qué?,Puente,Cresta,Paso superior
The highway exit is number twelve.,Exit,/ɛ/,What number is the exit?,Exit,Exist,Ramp,Directions,2,145,en,es,machine_translated,La salida de la autopista es la número doce.,¿Qué número es la salida?,Salida,Existir,Rampa
Go past the church on Main Street.,Church,/ch/,Go past what?,Church,Lurch,Building,Directions,2,146,en,es,machine_translated,Pase la iglesia en Main Street.,¿Pasar qué?,Iglesia,Estacada,Edificio
The shortcut saves ten minutes.,Shortcut,/ʃ/,What saves time?,Shortcut,Short cut,Quick way,Directions,2,147,en,es,clinically_reviewed,El atajo ahorra diez minutos.,¿Qué ahorra tiempo?,Atajo,Abajo,Manera rápida
Merge onto the expressway heading north.,Expressway,/ɛ/,What should you merge onto?,Expressway,Express,Highway,Directions,3,148,en,es,machine_translated,Incorpórese a la autopista en dirección norte.,¿En qué deberías fusionarte?,Autopista,Expresar,Carretera
The roundabout has three exits.,Roundabout,/r/,What has three exits?,Roundabout,Round about,Circle,Directions,3,149,en,es,machine_translated,La rotonda tiene tres salidas.,¿Qué tiene tres salidas?,Rotonda,alrededor,Círculo
Stay in the right lane.,Lane,/l/,What should you stay in?,Lane,Rain,Track,Directions,1,150,en,es,machine_translated,Manténgase en el carril derecho.,¿En qué deberías quedarte?,carril,Lluvia,Pista
The destination is on your GPS.,Destination,/d/,What is on your GPS?,Destination,Devastation,Location,Directions,3,151,en,es,machine_translated,El destino está en tu GPS.,¿Qué hay en tu GPS?,Destino,Devastación,Ubicación
Cross the street at the signal.,Signal,/s/,What should you cross at?,Signal,Single,Light,Directions,2,152,en,es,machine_translated,Cruce la calle en la señal.,¿Por qué deberías cruzar?,Señal,Soltero,Luz
The pedestrian path is safer.,Pedestrian,/p/,What path is safer?,Pedestrian,Equestrian,Walking,Directions,3,153,en,es,machine_translated,El camino peatonal es más seguro.,¿Qué camino es más seguro?,Peatonal,Ecuestre,Caminando
Take the second right turn.,Second,/s/,Which turn should you take?,Second,Seconded,Next,Directions,1,154,en,es,machine_translated,Tome la segunda vuelta a la derecha.,¿Qué giro deberías tomar?,Segundo,Secundado,Próximo
The interstate goes directly downtown.,Interstate,/ɪ/,What goes downtown?,Interstate,Inner state,Highway,Directions,3,155,en,es,machine_translated,La interestatal va directamente al centro.,¿Qué pasa en el centro?,Interestatal,estado interior,Carretera
Follow signs for the airport.,Airport,/ɛ/,What should you follow signs for?,Airport,Support,Terminal,Directions,2,156,en,es,machine_translated,Siga las indicaciones hacia el aeropuerto.,¿Para qué debes seguir las señales?,Aeropuerto,Apoyo,Terminal
The tunnel is one mile long.,Tunnel,/t/,What is one mile long?,Tunnel,Funnel,Underground,Directions,2,157,en,es,machine_translated,El túnel tiene una milla de largo.,¿Cuánto mide una milla de largo?,Túnel,Embudo,Subterráneo
Make a U turn at the light.,U turn,/ju/,What should you make?,U turn,You turn,Reverse,Directions,2,158,en,es,machine_translated,Haga un giro en U en el semáforo.,¿Qué deberías hacer?,giro en U,tu giras,Contrarrestar
The overpass is under construction.,Overpass,/o/,What is under construction?,Overpass,Underpass,Bridge,Directions,3,159,en,es,machine_translated,El paso elevado está en construcción.,¿Qué hay en construcción?,Paso superior,Paso inferior,Puente
Continue past the shopping center.,Shopping,/ʃ/,Continue past what?,Shopping,Dropping,Mall,Directions,2,160,en,es,machine_translated,Continúe pasando el centro comercial.,¿Continuar pasando qué?,Compras,Goteante,Centro comercial
The speed limit is forty five.,Limit,/l/,What is forty five?,Limit,Illicit,Maximum,Directions,2,161,en,es,machine_translated,El límite de velocidad es cuarenta y cinco.,¿Cuánto es cuarenta y cinco?,Límite,Ilícito,Máximo
Park on the street if lots are full.,Street,/str/,Where should you park?,Street,Treat,Road,Directions,2,162,en,es,machine_translated,Estacione en la calle si los estacionamientos están llenos.,¿Dónde deberías estacionar?,Calle,Tratar,Camino
The detour adds fifteen minutes.,Detour,/d/,What adds fifteen minutes?,Detour,Contour,Alternate,Directions,2,163,en,es,machine_translated,El desvío añade quince minutos.,¿Qué suma quince minutos?,Desvío,Contorno,Alternar
Watch for pedestrians crossing here.,Pedestrians,/p/,Watch for what?,Pedestrians,Equestrians,Walkers,Directions,2,164,en,es,machine_translated,Esté atento a los peatones que cruzan por aquí.,¿Estar atento a qué?,Peatones,Jinetes,caminantes
The underpass leads to downtown.,Underpass,/ʌ/,What leads downtown?,Underpass,Under class,Tunnel,Directions,2,165,en,es,machine_translated,El paso subterráneo conduce al centro.,¿Qué lleva al centro?,Paso inferior,bajo clase,Túnel
Yield to oncoming traffic.,Yield,/j/,What should you do?,Yield,Field,Give way,Directions,2,166,en,es,machine_translated,Ceda el paso al tráfico que viene en sentido contrario.,¿Qué deberías hacer?,Producir,Campo,Ceda el paso
The scenic route is more beautiful.,Scenic,/s/,What route is beautiful?,Scenic,Cynic,Pretty,Directions,2,167,en,es,machine_translated,La ruta escénica es más hermosa.,¿Qué ruta es bonita?,Escénico,Cínico,Bonito
Pass the courthouse on your right.,Courthouse,/k/,What should you pass?,Courthouse,Court house,Building,Directions,2,168,en,es,clinically_reviewed,Pase el juzgado a su derecha.,¿Qué debe pasar a la derecha?,El juzgado,El jurado,El edificio municipal
The sidewalk ends at the park.,Sidewalk,/s/,What ends at the park?,Sidewalk,Side walk,Path,Directions,2,169,en,es,machine_translated,La acera termina en el parque.,¿Qué termina en el parque?,Acera,paseo lateral,Camino
Navigate using the compass.,Compass,/k/,What should you use?,Compass,Campus,Direction tool,Directions,3,170,en,es,machine_translated,Navega usando la brújula.,¿Qué deberías usar?,Brújula,Campus,herramienta de dirección
My phone number is five five five.,Number,/n/,What is five five five?,Number,Lumber,Digits,Phone,1,171,en,es,machine_translated,Mi número de teléfono es cinco cinco cinco.,¿Cuánto es cinco cinco cinco?,Número,Maderas,Dígitos
Please leave a message after the tone.,Message,/m/,What should I leave?,Message,Passage,Voicemail,Phone,1,172,en,es,machine_translated,Por favor deje un mensaje después del tono.,¿Qué debo dejar?,Mensaje,Paso,Correo de voz
The call dropped unexpectedly.,Dropped,/dr/,What happened to the call?,Dropped,Stopped,Ended,Phone,2,173,en,es,machine_translated,La llamada se cortó inesperadamente.,¿Qué pasó con la llamada?,Abandonó,Interrumpido,Terminado
I will return your call shortly.,Return,/r/,What will I do?,Return,Returned,Call back,Phone,2,174,en,es,machine_translated,Te devolveré la llamada en breve.,¿Qué haré?,Devolver,Devuelto,Llamar de vuelta
The signal is very weak here.,Signal,/s/,What is weak?,Signal,Single,Reception,Phone,2,175,en,es,machine_translated,La señal aquí es muy débil.,¿Qué es débil?,Señal,Soltero,Recepción
Please hold for the next agent.,Hold,/h/,What should I do?,Hold,Fold,Wait,Phone,1,176,en,es,machine_translated,Espere hasta el próximo agente.,¿Qué tengo que hacer?,Sostener,Doblar,Esperar
Press one for customer service.,Press,/pr/,What should I do?,Press,Dress,Push,Phone,1,177,en,es,machine_translated,Presione uno para servicio al cliente.,¿Qué tengo que hacer?,Prensa,Vestido,Empujar
The voicemail box is full.,Voicemail,/v/,What is full?,Voicemail,Voice mail,Message box,Phone,2,178,en,es,clinically_reviewed,El buzón de voz está lleno.,¿Qué está lleno?,Buzón de voz,Buzón postal,Bandeja de mensajes
Can you hear me clearly now?,Hear,/h/,Can you do what?,Hear,Fear,Listen,Phone,1,179,en,es,clinically_reviewed,¿Puedes oírme claramente ahora?,¿Puedes hacer qué?,Oírme,Irme,Responderme
I am transferring you now.,Transferring,/tr/,What am I doing?,Transferring,Transfiguring,Connecting,Phone,3,180,en,es,machine_translated,Te estoy transfiriendo ahora.,¿Qué estoy haciendo?,Transferencia,Transfigurando,Conectando
The line is busy at the moment.,Busy,/b/,What is the line?,Busy,Dizzy,Occupied,Phone,1,181,en,es,clinically_reviewed,La línea está ocupada en estos momentos.,¿Cómo está la línea?,Ocupada,Preocupada,Fuera de servicio
Please verify your account number.,Verify,/v/,What should you do?,Verify,Certify,Confirm,Phone,2,182,en,es,machine_translated,Por favor verifique su número de cuenta.,¿Qué deberías hacer?,Verificar,Certificar,Confirmar
Your call is important to us.,Important,/ɪ/,What is your call?,Important,Impotent,Valuable,Phone,2,183,en,es,machine_translated,Su llamada es importante para nosotros.,¿Cuál es tu llamado?,Importante,Impotente,Valioso
The estimated wait time is ten minutes.,Estimated,/ɛ/,What is ten minutes?,Estimated,Decimated,Approximate,Phone,3,184,en,es,machine_translated,El tiempo de espera estimado es de diez minutos.,¿Qué son diez minutos?,Estimado,Diezmado,Aproximado
Please speak clearly into the phone.,Clearly,/kl/,How should I speak?,Clearly,Nearly,Distinctly,Phone,2,185,en,es,machine_translated,Por favor hable claramente por teléfono.,¿Cómo debo hablar?,Claramente,Cerca de,Distintivamente
I will text you the details.,Text,/t/,What will I do?,Text,Texted,Message,Phone,1,186,en,es,machine_translated,Te enviaré un mensaje de texto con los detalles.,¿Qué haré?,Texto,Enviado un mensaje de texto,Mensaje
The battery is almost dead.,Battery,/b/,What is almost dead?,Battery,Flattery,Power,Phone,2,187,en,es,machine_translated,La batería está casi agotada.,¿Qué está casi muerto?,Batería,Adulación,Fuerza
Could you repeat that please?,Repeat,/r/,What should I do?,Repeat,Competed,Say again,Phone,1,188,en,es,machine_translated,"¿Podría repetir eso, por favor?",¿Qué tengo que hacer?,Repetir,Compitió,decir otra vez
The ringtone is too loud.,Ringtone,/r/,What is too loud?,Ringtone,Ring tone,Sound,Phone,2,189,en,es,clinically_reviewed,El tono de llamada es demasiado alto.,¿Qué suena demasiado alto?,El tono del teléfono,El tono del timbre,El volumen
Call me when you get this.,Call,/k/,What should you do?,Call,Tall,Phone,Phone,1,190,en,es,machine_translated,Llámame cuando escuches esto.,¿Qué deberías hacer?,Llamar,Alto,Teléfono
The connection keeps breaking up.,Breaking,/br/,What keeps happening?,Breaking,Freaking,Cutting out,Phone,2,191,en,es,machine_translated,La conexión sigue rompiéndose.,¿Qué sigue pasando?,Rotura,Maldito,cortando
I sent you an email instead.,Email,/i/,What did I send?,Email,He mail,Message,Phone,1,192,en,es,machine_translated,En su lugar te envié un correo electrónico.,¿Qué envié?,Correo electrónico,el correo,Mensaje
The conference call starts at noon.,Conference,/k/,What starts at noon?,Conference,Preference,Meeting,Phone,2,193,en,es,machine_translated,La conferencia telefónica comienza al mediodía.,¿Qué empieza al mediodía?,Conferencia,Preferencia,Reunión
Please enter your password now.,Password,/p/,What should I enter?,Password,Passed word,Code,Phone,2,194,en,es,machine_translated,Por favor ingrese su contraseña ahora.,¿Qué debo ingresar?,Contraseña,palabra pasada,Código
The area code is three one four.,Area,/ɛ/,What is three one four?,Area,Era,Region code,Phone,2,195,en,es,machine_translated,El código de área es tres uno cuatro.,¿Cuánto es tres uno cuatro?,Área,Era,código de región
I missed your call earlier.,Missed,/m/,What did I do?,Missed,Kissed,Didn't answer,Phone,1,196,en,es,machine_translated,Perdí tu llamada de antes.,¿Qué hice?,Omitido,besado,no respondi
The phone is charging now.,Charging,/ch/,What is the phone doing?,Charging,Marching,Powering,Phone,1,197,en,es,machine_translated,El teléfono se está cargando ahora.,¿Qué está haciendo el teléfono?,Cargando,De marcha,Alimentación
Can I put you on speaker?,Speaker,/sp/,What can I put you on?,Speaker,Sneaker,Loudspeaker,Phone,2,198,en,es,machine_translated,¿Puedo ponerte en altavoz?,¿Qué te puedo poner?,Vocero,Zapatilla,Altoparlante
The notification just came through.,Notification,/n/,What came through?,Notification,Modification,Alert,Phone,3,199,en,es,machine_translated,Acaba de llegar la notificación.,¿Qué pasó?,Notificación,Modificación,Alerta
Please dial the extension number.,Extension,/ɛ/,What should I dial?,Extension,Tension,Additional number,Phone,2,200,en,es,machine_translated,Por favor marque el número de extensión.,¿Qué debo marcar?,Extensión,Tensión,Número adicional
The operator will assist you.,Operator,/ɑ/,Who will assist you?,Operator,Elevator,Agent,Phone,2,201,en,es,machine_translated,El operador le ayudará.,¿Quién te ayudará?,Operador,Ascensor,Agente
Your application has been received.,Application,/æ/,What has been received?,Application,Implication,Form,Phone,3,202,en,es,machine_translated,Su solicitud ha sido recibida.,¿Qué se ha recibido?,Solicitud,Implicación,Forma
I will forward the message.,Forward,/f/,What will I do?,Forward,Foreword,Send along,Phone,2,203,en,es,machine_translated,Reenviaré el mensaje.,¿Qué haré?,Adelante,Prefacio,Mandar
The line is disconnected.,Disconnected,/d/,What is the line?,Disconnected,Connected,Cut off,Phone,2,204,en,es,machine_translated,La línea está desconectada.,¿Cuál es la línea?,Desconectado,Conectado,Cortar
Please stay on the line.,Line,/l/,What should I stay on?,Line,Mine,Call,Phone,1,205,en,es,machine_translated,Por favor permanezca en la línea.,¿En qué debería quedarme?,Línea,Mío,Llamar
