word_1,word_2,contrast_category,phoneme_1_ipa,phoneme_2_ipa,contrast_position
"Rock","Sock","Consonant Manner of Articulation","/r/","/s/","Initial"
"Rod","Cod","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rode","Mode","Consonant Manner of Articulation","/r/","/m/","Initial"
"Rogue","Vogue","Consonant Manner of Articulation","/r/","/v/","Initial"
"Roll","Toll","Consonant Manner of Articulation","/r/","/t/","Initial"
"Rome","Home","Consonant Manner of Articulation","/r/","/h/","Initial"
"Roof","Goof","Consonant Manner of Articulation","/r/","/g/","Initial"
"Rook","Cook","Consonant Manner of Articulation","/r/","/k/","Initial"
"Room","Zoom","Consonant Manner of Articulation","/r/","/z/","Initial"
"Roost","Boost","Consonant Manner of Articulation","/r/","/b/","Initial"
"Root","Boot","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rope","Pope","Consonant Manner of Articulation","/r/","/p/","Initial"
"Rot","Got","Consonant Manner of Articulation","/r/","/g/","Initial"
"Rough","Tough","Consonant Manner of Articulation","/r/","/t/","Initial"
"Round","Found","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rouse","Mouse","Consonant Manner of Articulation","/r/","/m/","Initial"
"Route","Bout","Consonant Manner of Articulation","/r/","/b/","Initial"
"Row","Know","Consonant Manner of Articulation","/r/","/n/","Initial"
"Rub","Sub","Consonant Manner of Articulation","/r/","/s/","Initial"
"Ruck","Duck","Consonant Manner of Articulation","/r/","/d/","Initial"
"Rude","Dude","Consonant Manner of Articulation","/r/","/d/","Initial"
"Rug","Mug","Consonant Manner of Articulation","/r/","/m/","Initial"
"Rule","Cool","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rump","Lump","Consonant Manner of Articulation","/r/","/l/","Initial"
"Run","Bun","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rung","Lung","Consonant Manner of Articulation","/r/","/l/","Initial"
"Rush","Gush","Consonant Manner of Articulation","/r/","/g/","Initial"
"Rust","Must","Consonant Manner of Articulation","/r/","/m/","Initial"
"Rut","Nut","Consonant Manner of Articulation","/r/","/n/","Initial"
"Sack","Back","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sad","Bad","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sag","Bag","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sage","Gage","Consonant Manner of Articulation","/s/","/g/","Initial"
"Said","Bed","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sail","Bail","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sake","Bake","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sale","Gale","Consonant Manner of Articulation","/s/","/g/","Initial"
"Same","Game","Consonant Manner of Articulation","/s/","/g/","Initial"
"Sand","Band","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sane","Vane","Consonant Manner of Articulation","/s/","/v/","Initial"
"Sang","Bang","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sank","Bank","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sat","Bat","Consonant Manner of Articulation","/s/","/b/","Initial"
"Save","Gave","Consonant Manner of Articulation","/s/","/g/","Initial"
"Saw","Jaw","Consonant Manner of Articulation","/s/","/dʒ/","Initial"
"Say","Day","Consonant Manner of Articulation","/s/","/d/","Initial"
"Seal","Deal","Consonant Manner of Articulation","/s/","/d/","Initial"
"Seam","Beam","Consonant Manner of Articulation","/s/","/b/","Initial"
"Search","Birch","Consonant Manner of Articulation","/s/","/b/","Initial"
"Seat","Beat","Consonant Manner of Articulation","/s/","/b/","Initial"
"Seed","Weed","Consonant Manner of Articulation","/s/","/w/","Initial"
"Seek","Geek","Consonant Manner of Articulation","/s/","/g/","Initial"
"Seem","Theme","Consonant Manner of Articulation","/s/","/θ/","Initial"
"Seen","Bean","Consonant Manner of Articulation","/s/","/b/","Initial"
"Seize","Ease","Consonant Manner of Articulation","/s/","/iː/","Initial"
"Sell","Bell","Consonant Manner of Articulation","/s/","/b/","Initial"
"Send","Bend","Consonant Manner of Articulation","/s/","/b/","Initial"
"Set","Bet","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sew","Dough","Consonant Manner of Articulation","/s/","/d/","Initial"
"Shack","Back","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shad","Bad","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shade","Fade","Consonant Manner of Articulation","/ʃ/","/f/","Initial"
"Shake","Bake","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shame","Game","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Share","Care","Consonant Manner of Articulation","/ʃ/","/k/","Initial"
"Shave","Gave","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shawl","Ball","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shed","Bed","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Sheen","Bean","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Sheep","Deep","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Sheet","Beat","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shelf","Self","Consonant Place of Articulation","/ʃ/","/s/","Initial"
"Shell","Bell","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shift","Lift","Consonant Manner of Articulation","/ʃ/","/l/","Initial"
"Shill","Fill","Consonant Manner of Articulation","/ʃ/","/f/","Initial"
"Shin","Fin","Consonant Manner of Articulation","/ʃ/","/f/","Initial"
"Shine","Fine","Consonant Manner of Articulation","/ʃ/","/f/","Initial"
"Ship","Gyp","Consonant Manner of Articulation","/ʃ/","/dʒ/","Initial"
"Shirt","Dirt","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Shiver","Giver","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shock","Dock","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Shoe","Goo","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shook","Cook","Consonant Manner of Articulation","/ʃ/","/k/","Initial"
"Shoot","Boot","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shop","Top","Consonant Manner of Articulation","/ʃ/","/t/","Initial"
"Shore","Door","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Short","Fort","Consonant Manner of Articulation","/ʃ/","/f/","Initial"
"Shot","Got","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shoulder","Boulder","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shout","Doubt","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Show","Go","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shown","Known","Consonant Manner of Articulation","/ʃ/","/n/","Initial"
"Shred","Bed","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shrill","Grill","Consonant Manner of Articulation","/ʃ/","/g/","Initial"
"Shrink","Drink","Consonant Manner of Articulation","/ʃ/","/d/","Initial"
"Shuck","Buck","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shut","But","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Shy","Buy","Consonant Manner of Articulation","/ʃ/","/b/","Initial"
"Sick","Pick","Consonant Manner of Articulation","/s/","/p/","Initial"
"Sigh","Thigh","Consonant Place of Articulation","/s/","/θ/","Initial"
"Sight","Fight","Consonant Manner of Articulation","/s/","/f/","Initial"
"Sign","Fine","Consonant Manner of Articulation","/s/","/f/","Initial"
"Silk","Ilk","Consonant Manner of Articulation","/s/","/ɪ/","Initial"
"Sill","Fill","Consonant Manner of Articulation","/s/","/f/","Initial"
"Sin","Bin","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sing","King","Consonant Manner of Articulation","/s/","/k/","Initial"
"Sink","Wink","Consonant Manner of Articulation","/s/","/w/","Initial"
"Sip","Dip","Consonant Manner of Articulation","/s/","/d/","Initial"
"Sir","Fir","Consonant Manner of Articulation","/s/","/f/","Initial"
"Sit","Bit","Consonant Manner of Articulation","/s/","/b/","Initial"
"Site","Bite","Consonant Manner of Articulation","/s/","/b/","Initial"
"Six","Fix","Consonant Manner of Articulation","/s/","/f/","Initial"
"Size","Wise","Consonant Manner of Articulation","/s/","/w/","Initial"
"Soak","Joke","Consonant Manner of Articulation","/s/","/dʒ/","Initial"
"Soap","Rope","Consonant Manner of Articulation","/s/","/r/","Initial"
"Soar","Door","Consonant Manner of Articulation","/s/","/d/","Initial"
"Sock","Dock","Consonant Manner of Articulation","/s/","/d/","Initial"
"Sod","God","Consonant Manner of Articulation","/s/","/g/","Initial"
"Soft","Oft","Consonant Manner of Articulation","/s/","/ɔː/","Initial"
"Sold","Gold","Consonant Manner of Articulation","/s/","/g/","Initial"
"Sole","Goal","Consonant Manner of Articulation","/s/","/g/","Initial"
"Some","Come","Consonant Manner of Articulation","/s/","/k/","Initial"
"Son","Done","Consonant Manner of Articulation","/s/","/d/","Initial"
"Song","Long","Consonant Manner of Articulation","/s/","/l/","Initial"
"Soon","Moon","Consonant Manner of Articulation","/s/","/m/","Initial"
"Sore","More","Consonant Manner of Articulation","/s/","/m/","Initial"
"Sort","Fort","Consonant Manner of Articulation","/s/","/f/","Initial"
"Sought","Bought","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sour","Hour","Consonant Manner of Articulation","/s/","/h/","Initial"
"South","Mouth","Consonant Manner of Articulation","/s/","/m/","Initial"
"Sow","Mow","Consonant Manner of Articulation","/s/","/m/","Initial"
"Such","Much","Consonant Manner of Articulation","/s/","/m/","Initial"
"Suck","Buck","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sud","Bud","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sue","Moo","Consonant Manner of Articulation","/s/","/m/","Initial"
"Suit","Boot","Consonant Manner of Articulation","/s/","/b/","Initial"
"Sum","Come","Consonant Manner of Articulation","/s/","/k/","Initial"
"Sun","Fun","Consonant Manner of Articulation","/s/","/f/","Initial"
"Sung","Lung","Consonant Manner of Articulation","/s/","/l/","Initial"
"Sunk","Junk","Consonant Manner of Articulation","/s/","/dʒ/","Initial"
"Sup","Cup","Consonant Manner of Articulation","/s/","/k/","Initial"
"Sure","Pure","Consonant Manner of Articulation","/s/","/p/","Initial"
"Surf","Turf","Consonant Manner of Articulation","/s/","/t/","Initial"
"Surge","Urge","Consonant Manner of Articulation","/s/","/ɜː/","Initial"
"Tack","Back","Consonant Voicing","/t/","/b/","Initial"
"Tag","Bag","Consonant Voicing","/t/","/b/","Initial"
"Tail","Jail","Consonant Manner of Articulation","/t/","/dʒ/","Initial"
"Take","Rake","Consonant Manner of Articulation","/t/","/r/","Initial"
"Tale","Gale","Consonant Voicing","/t/","/g/","Initial"
"Talk","Walk","Consonant Manner of Articulation","/t/","/w/","Initial"
"Tame","Game","Consonant Voicing","/t/","/g/","Initial"
"Tan","Pan","Consonant Place of Articulation","/t/","/p/","Initial"
"Tank","Bank","Consonant Voicing","/t/","/b/","Initial"
"Tap","Cap","Consonant Place of Articulation","/t/","/k/","Initial"
"Tape","Gape","Consonant Voicing","/t/","/g/","Initial"
"Tar","Bar","Consonant Voicing","/t/","/b/","Initial"
"Tart","Cart","Consonant Place of Articulation","/t/","/k/","Initial"
"Task","Mask","Consonant Manner of Articulation","/t/","/m/","Initial"
"Taught","Naught","Consonant Manner of Articulation","/t/","/n/","Initial"
"Team","Beam","Consonant Voicing","/t/","/b/","Initial"
"Tear","Care","Consonant Place of Articulation","/t/","/k/","Initial"
"Tease","Ease","Consonant Manner of Articulation","/t/","/iː/","Initial"
"Tell","Bell","Consonant Voicing","/t/","/b/","Initial"
"Ten","Pen","Consonant Place of Articulation","/t/","/p/","Initial"
"Tend","Bend","Consonant Voicing","/t/","/b/","Initial"
"Tent","Vent","Consonant Manner of Articulation","/t/","/v/","Initial"
"Test","Best","Consonant Voicing","/t/","/b/","Initial"
"Thatch","Catch","Consonant Manner of Articulation","/θ/","/k/","Initial"
"Thaw","Saw","Consonant Place of Articulation","/θ/","/s/","Initial"
"Them","Gem","Consonant Manner of Articulation","/ð/","/dʒ/","Initial"
"Then","Zen","Consonant Manner of Articulation","/ð/","/z/","Initial"
"There","Care","Consonant Manner of Articulation","/ð/","/k/","Initial"
"These","Ease","Consonant Manner of Articulation","/ð/","/iː/","Initial"
"They","Fey","Consonant Manner of Articulation","/ð/","/f/","Initial"
"Thick","Pick","Consonant Manner of Articulation","/θ/","/p/","Initial"
"Thief","Chief","Consonant Manner of Articulation","/θ/","/tʃ/","Initial"
"Thigh","High","Consonant Place of Articulation","/θ/","/h/","Initial"
"Thin","Win","Consonant Manner of Articulation","/θ/","/w/","Initial"
"Thing","King","Consonant Manner of Articulation","/θ/","/k/","Initial"
"Think","Sink","Consonant Place of Articulation","/θ/","/s/","Initial"
"Thirst","First","Consonant Manner of Articulation","/θ/","/f/","Initial"
"This","Miss","Consonant Manner of Articulation","/ð/","/m/","Initial"
"Thorn","Corn","Consonant Manner of Articulation","/θ/","/k/","Initial"
"Those","Hose","Consonant Manner of Articulation","/ð/","/h/","Initial"
"Though","Dough","Consonant Place of Articulation","/ð/","/d/","Initial"
"Thought","Fought","Consonant Place of Articulation","/θ/","/f/","Initial"
"Thread","Bread","Consonant Manner of Articulation","/θ/","/b/","Initial"
"Three","Free","Consonant Place of Articulation","/θ/","/f/","Initial"
"Threw","Crew","Consonant Manner of Articulation","/θ/","/k/","Initial"
"Thrill","Grill","Consonant Manner of Articulation","/θ/","/g/","Initial"
"Thrive","Drive","Consonant Manner of Articulation","/θ/","/d/","Initial"
"Throat","Moat","Consonant Manner of Articulation","/θ/","/m/","Initial"
"Throne","Groan","Consonant Manner of Articulation","/θ/","/g/","Initial"
"Through","Grew","Consonant Manner of Articulation","/θ/","/g/","Initial"
"Throw","Grow","Consonant Manner of Articulation","/θ/","/g/","Initial"
"Thud","Bud","Consonant Manner of Articulation","/θ/","/b/","Initial"
"Thug","Lug","Consonant Manner of Articulation","/θ/","/l/","Initial"
"Thumb","Dumb","Consonant Manner of Articulation","/θ/","/d/","Initial"
"Thump","Lump","Consonant Manner of Articulation","/θ/","/l/","Initial"
"Tick","Pick","Consonant Place of Articulation","/t/","/p/","Initial"
"Tide","Guide","Consonant Voicing","/t/","/g/","Initial"
"Tie","Guy","Consonant Voicing","/t/","/g/","Initial"
"Tight","Fight","Consonant Place of Articulation","/t/","/f/","Initial"
"Tile","Mile","Consonant Manner of Articulation","/t/","/m/","Initial"
"Till","Fill","Consonant Place of Articulation","/t/","/f/","Initial"
"Time","Mime","Consonant Manner of Articulation","/t/","/m/","Initial"
"Tin","Fin","Consonant Place of Articulation","/t/","/f/","Initial"
"Tinge","Hinge","Consonant Manner of Articulation","/t/","/h/","Initial"
"Tip","Kip","Consonant Place of Articulation","/t/","/k/","Initial"
"Tire","Fire","Consonant Place of Articulation","/t/","/f/","Initial"
"Toad","Load","Consonant Manner of Articulation","/t/","/l/","Initial"
"Toast","Boast","Consonant Voicing","/t/","/b/","Initial"
"Toe","Mow","Consonant Manner of Articulation","/t/","/m/","Initial"
"Told","Gold","Consonant Voicing","/t/","/g/","Initial"
"Toll","Bowl","Consonant Voicing","/t/","/b/","Initial"
"Tone","Bone","Consonant Voicing","/t/","/b/","Initial"
"Took","Look","Consonant Manner of Articulation","/t/","/l/","Initial"
"Tool","Pool","Consonant Place of Articulation","/t/","/p/","Initial"
"Top","Mop","Consonant Manner of Articulation","/t/","/m/","Initial"
"Tore","Bore","Consonant Voicing","/t/","/b/","Initial"
"Torn","Corn","Consonant Place of Articulation","/t/","/k/","Initial"
"Tough","Rough","Consonant Manner of Articulation","/t/","/r/","Initial"
"Tout","Bout","Consonant Voicing","/t/","/b/","Initial"
"Tow","Bow","Consonant Voicing","/t/","/b/","Initial"
"Tower","Power","Consonant Place of Articulation","/t/","/p/","Initial"
"Town","Gown","Consonant Voicing","/t/","/g/","Initial"
"Toy","Boy","Consonant Voicing","/t/","/b/","Initial"
"Track","Rack","Consonant Manner of Articulation","/t/","/r/","Initial"
"Trade","Braid","Consonant Voicing","/t/","/b/","Initial"
"Trail","Fail","Consonant Place of Articulation","/t/","/f/","Initial"
"Train","Grain","Consonant Voicing","/t/","/g/","Initial"
"Trap","Wrap","Consonant Manner of Articulation","/t/","/r/","Initial"
"Trash","Rash","Consonant Manner of Articulation","/t/","/r/","Initial"
"Tray","Gray","Consonant Voicing","/t/","/g/","Initial"
"Treat","Greet","Consonant Voicing","/t/","/g/","Initial"
"Tree","Free","Consonant Place of Articulation","/t/","/f/","Initial"
"Trick","Brick","Consonant Voicing","/t/","/b/","Initial"
"Tried","Cried","Consonant Place of Articulation","/t/","/k/","Initial"
"Trim","Grim","Consonant Voicing","/t/","/g/","Initial"
"Trip","Drip","Consonant Voicing","/t/","/d/","Initial"
"Trot","Rot","Consonant Manner of Articulation","/t/","/r/","Initial"
"Trough","Rough","Consonant Manner of Articulation","/t/","/r/","Initial"
"True","Grew","Consonant Voicing","/t/","/g/","Initial"
"Trunk","Drunk","Consonant Voicing","/t/","/d/","Initial"
"Trust","Rust","Consonant Manner of Articulation","/t/","/r/","Initial"
"Try","Cry","Consonant Place of Articulation","/t/","/k/","Initial"
"Tub","Cub","Consonant Place of Articulation","/t/","/k/","Initial"
"Tuck","Buck","Consonant Voicing","/t/","/b/","Initial"
"Tug","Lug","Consonant Manner of Articulation","/t/","/l/","Initial"
"Tuna","Luna","Consonant Manner of Articulation","/t/","/l/","Initial"
"Tune","Boon","Consonant Voicing","/t/","/b/","Initial"
"Turf","Surf","Consonant Manner of Articulation","/t/","/s/","Initial"
"Turn","Burn","Consonant Voicing","/t/","/b/","Initial"
"Van","Man","Consonant Manner of Articulation","/v/","/m/","Initial"
"Vane","Cane","Consonant Manner of Articulation","/v/","/k/","Initial"
"Vase","Base","Consonant Place of Articulation","/v/","/b/","Initial"
"Vast","Fast","Consonant Voicing","/v/","/f/","Initial"
"Veal","Deal","Consonant Manner of Articulation","/v/","/d/","Initial"
"Veil","Bail","Consonant Manner of Articulation","/v/","/b/","Initial"
"Vent","Bent","Consonant Manner of Articulation","/v/","/b/","Initial"
"Vest","Best","Consonant Place of Articulation","/v/","/b/","Initial"
"Vet","Bet","Consonant Place of Articulation","/v/","/b/","Initial"
"View","Few","Consonant Voicing","/v/","/f/","Initial"
"Vile","File","Consonant Voicing","/v/","/f/","Initial"
"Vine","Fine","Consonant Voicing","/v/","/f/","Initial"
"Vote","Boat","Consonant Place of Articulation","/v/","/b/","Initial"
"Vow","Bow","Consonant Place of Articulation","/v/","/b/","Initial"
"Wad","Rod","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wade","Raid","Consonant Manner of Articulation","/w/","/r/","Initial"
"Waft","Raft","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wage","Rage","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wail","Rail","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wait","Bait","Consonant Manner of Articulation","/w/","/b/","Initial"
"Waive","Rave","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wake","Rake","Consonant Manner of Articulation","/w/","/r/","Initial"
"Walk","Talk","Consonant Manner of Articulation","/w/","/t/","Initial"
"Wall","Ball","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wand","Pond","Consonant Manner of Articulation","/w/","/p/","Initial"
"War","Bar","Consonant Manner of Articulation","/w/","/b/","Initial"
"Ward","Hard","Consonant Manner of Articulation","/w/","/h/","Initial"
"Warm","Arm","Consonant Manner of Articulation","/w/","/ɑː/","Initial"
"Warn","Yarn","Consonant Place of Articulation","/w/","/j/","Initial"
"Wash","Gosh","Consonant Manner of Articulation","/w/","/g/","Initial"
"Watch","Botch","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wax","Tax","Consonant Manner of Articulation","/w/","/t/","Initial"
"Way","Day","Consonant Manner of Articulation","/w/","/d/","Initial"
"Weak","Beak","Consonant Manner of Articulation","/w/","/b/","Initial"
"Weal","Real","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wear","Bear","Consonant Manner of Articulation","/w/","/b/","Initial"
"Web","Deb","Consonant Manner of Articulation","/w/","/d/","Initial"
"Wed","Bed","Consonant Manner of Articulation","/w/","/b/","Initial"
"Weed","Seed","Consonant Manner of Articulation","/w/","/s/","Initial"
"Week","Geek","Consonant Manner of Articulation","/w/","/g/","Initial"
"Weep","Keep","Consonant Manner of Articulation","/w/","/k/","Initial"
"Weigh","Day","Consonant Manner of Articulation","/w/","/d/","Initial"
"Weight","Rate","Consonant Place of Articulation","/w/","/r/","Initial"
"Well","Bell","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wend","Bend","Consonant Manner of Articulation","/w/","/b/","Initial"
"Went","Rent","Consonant Manner of Articulation","/w/","/r/","Initial"
"West","Best","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wet","Bet","Consonant Manner of Articulation","/w/","/b/","Initial"
"Whack","Rack","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wham","Ram","Consonant Manner of Articulation","/w/","/r/","Initial"
"What","Got","Consonant Manner of Articulation","/w/","/g/","Initial"
"Wheel","Feel","Consonant Manner of Articulation","/w/","/f/","Initial"
"When","Pen","Consonant Manner of Articulation","/w/","/p/","Initial"
"Where","Care","Consonant Manner of Articulation","/w/","/k/","Initial"
"Which","Rich","Consonant Manner of Articulation","/w/","/r/","Initial"
"Whiff","Riff","Consonant Manner of Articulation","/w/","/r/","Initial"
"While","Pile","Consonant Manner of Articulation","/w/","/p/","Initial"
"Whim","Rim","Consonant Manner of Articulation","/w/","/r/","Initial"
"Whine","Fine","Consonant Manner of Articulation","/w/","/f/","Initial"
"Whip","Hip","Consonant Manner of Articulation","/w/","/h/","Initial"
"Whir","Sir","Consonant Manner of Articulation","/w/","/s/","Initial"
"White","Bite","Consonant Manner of Articulation","/w/","/b/","Initial"
"Who","Goo","Consonant Manner of Articulation","/w/","/g/","Initial"
"Whole","Goal","Consonant Manner of Articulation","/w/","/g/","Initial"
"Whom","Room","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wick","Sick","Consonant Manner of Articulation","/w/","/s/","Initial"
"Wide","Ride","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wield","Field","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wife","Life","Consonant Manner of Articulation","/w/","/l/","Initial"
"Wig","Pig","Consonant Manner of Articulation","/w/","/p/","Initial"
"Wild","Mild","Consonant Manner of Articulation","/w/","/m/","Initial"
"Will","Fill","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wilt","Guilt","Consonant Manner of Articulation","/w/","/g/","Initial"
"Wimp","Limp","Consonant Manner of Articulation","/w/","/l/","Initial"
"Win","Fin","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wince","Rinse","Consonant Manner of Articulation","/w/","/r/","Initial"
"Winch","Finch","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wind","Mind","Consonant Manner of Articulation","/w/","/m/","Initial"
"Wine","Dine","Consonant Manner of Articulation","/w/","/d/","Initial"
"Wing","Sing","Consonant Manner of Articulation","/w/","/s/","Initial"
"Wink","Rink","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wipe","Ripe","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wire","Fire","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wise","Guys","Consonant Manner of Articulation","/w/","/g/","Initial"
"Wish","Fish","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wisp","Lisp","Consonant Manner of Articulation","/w/","/l/","Initial"
"Wit","Bit","Consonant Manner of Articulation","/w/","/b/","Initial"
"Witch","Pitch","Consonant Manner of Articulation","/w/","/p/","Initial"
"With","Pith","Consonant Manner of Articulation","/w/","/p/","Initial"
"Woe","Row","Consonant Manner of Articulation","/w/","/r/","Initial"
"Woke","Joke","Consonant Manner of Articulation","/w/","/dʒ/","Initial"
"Won","Done","Consonant Manner of Articulation","/w/","/d/","Initial"
"Wood","Good","Consonant Manner of Articulation","/w/","/g/","Initial"
"Woof","Goof","Consonant Manner of Articulation","/w/","/g/","Initial"
"Wool","Cool","Consonant Manner of Articulation","/w/","/k/","Initial"
"Word","Bird","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wore","Bore","Consonant Manner of Articulation","/w/","/b/","Initial"
"Work","Lurk","Consonant Manner of Articulation","/w/","/l/","Initial"
"Worm","Firm","Consonant Manner of Articulation","/w/","/f/","Initial"
"Worn","Corn","Consonant Manner of Articulation","/w/","/k/","Initial"
"Worst","First","Consonant Manner of Articulation","/w/","/f/","Initial"
"Worth","Birth","Consonant Manner of Articulation","/w/","/b/","Initial"
"Would","Could","Consonant Manner of Articulation","/w/","/k/","Initial"
"Wound","Found","Consonant Manner of Articulation","/w/","/f/","Initial"
"Wrap","Rap","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wreck","Neck","Consonant Manner of Articulation","/w/","/n/","Initial"
"Wren","Pen","Consonant Manner of Articulation","/w/","/p/","Initial"
"Wring","Ring","Consonant Manner of Articulation","/w/","/r/","Initial"
"Wrist","Mist","Consonant Manner of Articulation","/w/","/m/","Initial"
"Write","Bite","Consonant Manner of Articulation","/w/","/b/","Initial"
"Wrong","Long","Consonant Manner of Articulation","/w/","/l/","Initial"
"Wrote","Vote","Consonant Manner of Articulation","/w/","/v/","Initial"
"Yam","Jam","Consonant Place of Articulation","/j/","/dʒ/","Initial"
"Yap","Tap","Consonant Manner of Articulation","/j/","/t/","Initial"
"Yard","Hard","Consonant Manner of Articulation","/j/","/h/","Initial"
"Yarn","Barn","Consonant Manner of Articulation","/j/","/b/","Initial"
"Yawn","Dawn","Consonant Manner of Articulation","/j/","/d/","Initial"
"Yeah","Day","Consonant Manner of Articulation","/j/","/d/","Initial"
"Year","Ear","Consonant Manner of Articulation","/j/","/ɪ/","Initial"
"Yeast","East","Consonant Manner of Articulation","/j/","/iː/","Initial"
"Yell","Sell","Consonant Manner of Articulation","/j/","/s/","Initial"
"Yellow","Jello","Consonant Place of Articulation","/j/","/dʒ/","Initial"
"Yep","Step","Consonant Manner of Articulation","/j/","/s/","Initial"
"Yes","Mess","Consonant Manner of Articulation","/j/","/m/","Initial"
"Yet","Get","Consonant Manner of Articulation","/j/","/g/","Initial"
"Yoke","Joke","Consonant Place of Articulation","/j/","/dʒ/","Initial"
"Yore","More","Consonant Manner of Articulation","/j/","/m/","Initial"
"You","Moo","Consonant Manner of Articulation","/j/","/m/","Initial"
"Your","Tour","Consonant Manner of Articulation","/j/","/t/","Initial"
"Youth","Tooth","Consonant Manner of Articulation","/j/","/t/","Initial"
"Yule","Rule","Consonant Manner of Articulation","/j/","/r/","Initial"
"Zap","Gap","Consonant Manner of Articulation","/z/","/g/","Initial"
"Zeal","Meal","Consonant Manner of Articulation","/z/","/m/","Initial"
"Zen","Pen","Consonant Manner of Articulation","/z/","/p/","Initial"
"Zest","Best","Consonant Manner of Articulation","/z/","/b/","Initial"
"Zilch","Milch","Consonant Manner of Articulation","/z/","/m/","Initial"
"Zip","Lip","Consonant Manner of Articulation","/z/","/l/","Initial"
"Zone","Bone","Consonant Manner of Articulation","/z/","/b/","Initial"
"Zoo","Goo","Consonant Manner of Articulation","/z/","/g/","Initial"
"Zoom","Room","Consonant Manner of Articulation","/z/","/r/","Initial"
"Ruffle","Rubble","Consonant Voicing","/f/","/b/","Medial"
"Rifle","Rival","Consonant Voicing","/f/","/v/","Medial"
"Refer","Rever","Consonant Voicing","/f/","/v/","Medial"
"Popping","Bobbing","Consonant Voicing","/p/","/b/","Medial"
"Happy","Habby","Consonant Voicing","/p/","/b/","Medial"
"Supper","Subber","Consonant Voicing","/p/","/b/","Medial"
"Napping","Nabbing","Consonant Voicing","/p/","/b/","Medial"
"Latter","Ladder","Consonant Voicing","/t/","/d/","Medial"
